<html><head><title>Object moved</title></head><body>
<h2>Object moved to <a href="https://etherscan.io/chart/gasused?output=csv">here</a>.</h2>
</body></html>
1438214400;0
1438300800;0
1438387200;0
1438473600;0
1438560000;0
1438646400;0
1438732800;0
1438819200;0
1438905600;49353826
1438992000;376006093
1439078400;38863003
1439164800;74070061
1439251200;163481740
1439337600;70102332
1439424000;88234087
1439510400;78746522
1439596800;59565914
1439683200;58241191
1439769600;60515132
1439856000;66816413
1439942400;91746712
1440028800;63112713
1440115200;106379973
1440201600;90744195
1440288000;117802449
1440374400;97648912
1440460800;114480057
1440547200;99511209
1440633600;147888097
1440720000;111903559
1440806400;99107570
1440892800;102643603
1440979200;129040364
1441065600;140186844
1441152000;139367393
1441238400;126323875
1441324800;167169621
1441411200;159443421
1441497600;142769611
1441584000;170954165
1441670400;159613715
1441756800;173606036
1441843200;141533806
1441929600;160019709
1442016000;186314190
1442102400;177583552
1442188800;171636301
1442275200;148568242
1442361600;146153300
1442448000;147106346
1442534400;212949263
1442620800;151038683
1442707200;206446103
1442793600;190902398
1442880000;211491983
1442966400;198471252
1443052800;183782502
1443139200;178617418
1443225600;160320021
1443312000;165754018
1443398400;171799357
1443484800;155322802
1443571200;161315703
1443657600;167413168
1443744000;175336965
1443830400;176738025
1443916800;175625589
1444003200;217225401
1444089600;185466056
1444176000;227483136
1444262400;206603046
1444348800;180944156
1444435200;174240457
1444521600;154497993
1444608000;200001725
1444694400;223630692
1444780800;193279995
1444867200;347607211
1444953600;400824348
1445040000;230368185
1445126400;249377360
1445212800;216816740
1445299200;191557542
1445385600;180468852
1445472000;237772273
1445558400;260401303
1445644800;211420205
1445731200;170100960
1445817600;203310004
1445904000;365376906
1445990400;202357247
1446076800;241667844
1446163200;250649964
1446249600;296674561
1446336000;316473677
1446422400;193339829
1446508800;236076946
1446595200;180987375
1446681600;199792729
1446768000;309939683
1446854400;572275369
1446940800;563914716
1447027200;211894015
1447113600;287969451
1447200000;414061456
1447286400;450460992
1447372800;280236525
1447459200;360305868
1447545600;224846805
1447632000;182259335
1447718400;171866071
1447804800;195036006
1447891200;291565861
1447977600;215430072
1448064000;200136785
1448150400;200785655
1448236800;233727612
1448323200;213080657
1448409600;236509015
1448496000;172083879
1448582400;173300084
1448668800;277436869
1448755200;171604728
1448841600;378296036
1448928000;231616100
1449014400;209753737
1449100800;198524826
1449187200;224707034
1449273600;231821279
1449360000;321509549
1449446400;176718066
