<html><head><title>Object moved</title></head><body>
<h2>Object moved to <a href="https://etherscan.io/chart/blocktime?output=csv">here</a>.</h2>
</body></html>
1438214400;4.46
1438300800;12.58
1438387200;16.34
1438473600;16.12
1438560000;16.37
1438646400;16.10
1438732800;16.51
1438819200;16.89
1438905600;16.65
1438992000;16.44
1439078400;16.86
1439164800;16.44
1439251200;16.37
1439337600;16.86
1439424000;16.34
1439510400;14.88
1439596800;16.04
1439683200;16.84
1439769600;16.16
1439856000;17.46
1439942400;16.64
1440028800;21.47
1440115200;16.98
1440201600;16.39
1440288000;17.24
1440374400;16.67
1440460800;16.95
1440547200;17.27
1440633600;18.35
1440720000;18.57
1440806400;19.93
1440892800;20.77
1440979200;20.87
1441065600;21.86
1441152000;24.12
1441238400;25.53
1441324800;19.30
1441411200;17.48
1441497600;17.19
1441584000;17.77
1441670400;17.46
1441756800;17.12
1441843200;17.18
1441929600;16.71
1442016000;17.11
1442102400;17.25
1442188800;17.61
1442275200;17.75
1442361600;17.32
1442448000;17.91
1442534400;17.57
1442620800;16.90
1442707200;16.04
1442793600;16.87
1442880000;17.00
1442966400;16.58
1443052800;17.10
1443139200;16.73
1443225600;17.32
1443312000;17.92
1443398400;18.02
1443484800;18.51
1443571200;18.04
1443657600;16.45
1443744000;16.62
1443830400;16.84
1443916800;17.47
1444003200;17.05
1444089600;17.67
1444176000;17.09
1444262400;16.60
1444348800;17.45
1444435200;17.44
1444521600;16.91
1444608000;16.48
1444694400;16.76
1444780800;17.30
1444867200;17.39
1444953600;17.56
1445040000;16.86
1445126400;17.28
1445212800;17.29
1445299200;17.20
1445385600;17.22
1445472000;17.78
1445558400;16.26
1445644800;16.52
1445731200;16.74
1445817600;17.52
1445904000;16.50
1445990400;17.33
1446076800;16.64
1446163200;16.30
1446249600;16.65
1446336000;16.54
1446422400;17.04
1446508800;16.83
1446595200;16.79
1446681600;16.85
1446768000;16.56
1446854400;17.27
1446940800;17.02
1447027200;17.00
1447113600;16.92
1447200000;17.08
1447286400;16.84
1447372800;16.63
1447459200;16.64
1447545600;16.52
1447632000;16.97
1447718400;16.54
1447804800;16.81
1447891200;17.04
1447977600;18.10
1448064000;16.97
1448150400;16.90
1448236800;16.65
1448323200;17.21
1448409600;17.37
1448496000;17.36
1448582400;16.50
1448668800;16.96
1448755200;16.84
1448841600;16.75
1448928000;16.92
1449014400;17.86
1449100800;16.46
1449187200;17.09
1449273600;17.07
1449360000;17.42
1449446400;17.18
1449532800;17.39
1449619200;16.46
1449705600;16.71
1449792000;16.93
1449878400;16.82
1449964800;16.29
1450051200;17.12
1450137600;16.91
1450224000;17.13
1450310400;16.86
1450396800;17.06
1450483200;16.89
1450569600;17.07
1450656000;17.14
1450742400;16.63
1450828800;16.73
1450915200;17.04
1451001600;16.82
1451088000;17.08
1451174400;16.96
1451260800;16.65
1451347200;17.18
1451433600;17.03
1451520000;16.97
1451606400;17.43
1451692800;16.74
1451779200;16.51
1451865600;16.61
1451952000;16.47
1452038400;16.63
